"","Lat_05","Hel_15","Cro_15","SpB_10","Fra_05","Cru_05","Sto_05","Abr_10","StA_10","Stb_05","intercept"
"5001",0,-2.63563160810227,-1.0197099014651,-1200.54626607354,0.661515583937381,0.286773372005531,0.770238296908406,-2.02341651446937,-2.37959595034817,-1.91495960598889,-4.98525122961419
"5002",0,-2.06543178129368,-2.08703070313015,-913.549632082935,0.204974538028515,0.196236764380604,0.109820410950703,-2.27212010192663,-2.26299070415975,-1.21410172026887,-4.9962432418642
"5003",0,-3.00958843909969,-1.43624066512995,-154.814773290697,0.134302065174016,0.580788379412204,0.542678098881941,-2.52625762445452,-1.28318482421478,-0.843842886124895,-5.02085122623313
"5004",0,-2.73696315066095,-1.62038592785736,-418.990311995265,0.226010911233746,0.41891790742163,0.303891113073584,-1.17933128010652,-3.75511691314909,-1.03567852721295,-5.10523292569628
"5005",0,-2.85171174087089,-0.720746645655068,-192.960806417096,0.665218414060751,0.549094426484111,0.588659473146171,-2.59050804980027,-2.73458877935423,-1.57473689110109,-5.11606524722717
"5006",0,-3.42416478003085,-2.52970498551011,-618.682697589795,0.763951475921845,0.18887327836375,0.549864201331384,-2.18842964365927,-2.64947311186558,-1.6056211745373,-5.1999002279033
"5007",0,-2.90376844376764,-0.875132536560209,-706.110357937726,0.364943778134669,0.237382037914339,0.729605674124458,-2.48423279844392,-3.41993836312456,-1.36595579056257,-5.15869726621704
"5008",0,-3.82179662407638,-1.15636510487096,-32.9497755953189,0.394295368927143,0.249972763092482,0.656945023221424,-3.02874968534568,-2.25597366839063,-1.22017869420594,-5.15031809875671
"5009",0,-6.29097616791585,-1.36469181277977,-51.4578673568959,0.169589234646112,0.378403807663284,0.482743836723077,-3.45071101667102,-2.84106477600811,-1.01057851903467,-5.22688815634976
"5010",0,-6.28612579741422,-0.789873061663407,-634.317926377488,0.435961858380098,0.221629885887312,0.492520235287901,-0.69173789102728,-3.77816706849981,-0.651821762647206,-5.07206390306876
"5011",0,-6.57814646523188,-1.27423788375051,-1445.31135050348,0.410239439558507,0.563208247129637,0.0470026160668988,-2.91586405549488,-2.20506645709743,-0.7876889687673,-5.02105024211222
"5012",0,-5.78790609340633,-1.05725816903752,-852.040866908005,0.422765197598156,0.322838913201041,0.162097602940517,-3.13240558296801,-4.55853369805213,-1.56957899669213,-4.94405065796091
"5013",0,-1.64800876167023,-2.30605832860996,-29.8799672806317,0.281144213721759,-0.0570192532406644,0.0709183630072192,-1.62643952142699,-3.16841806850065,-1.66903658579293,-4.94139090930079
"5014",0,-2.63640028313245,-2.26159306149395,-654.249731416752,0.651742833994466,-0.218457802378191,0.0789479484053796,-1.76528295906012,-3.87354899026197,-0.703469298022594,-4.96076413617374
"5015",0,-3.94239372050311,-2.0904345831201,-584.61386875909,0.536638997230336,0.47035708432081,-0.271922747153632,-2.52794593383739,-2.04961034448774,-0.943581661506292,-5.14138302104043
"5016",0,-3.92920367238401,-1.40826699654937,-790.797587860213,0.0573614160567671,0.447212911056662,0.605552566085309,-2.16542353045634,-3.25833937418373,-1.16918670756741,-5.07487431804371
"5017",0,-2.46385972097562,-1.43367981846594,-814.98956054618,0.485466118825265,-0.0674935471405017,0.200335180121066,-2.05079360817341,-1.77014264993933,-1.04169191856697,-5.08125769641042
"5018",0,-3.7644996501211,-1.79195797797824,-264.319825180964,0.335824150484772,0.506883498790774,0.0165082467478849,-2.59952728903255,-3.35140373369954,-1.045660153125,-5.08221546590414
"5019",0,-3.70245564758556,-0.739700193959348,-1047.79055521192,0.358169975659009,0.499087490814038,0.549003247048096,-1.93492580019307,-3.53491922843277,-1.99919775735578,-5.0880706373466
"5020",0,-3.80281264503539,-2.69258636095972,-1898.04755171341,0.300875533529469,0.163767555594795,0.553172486596944,-2.99122895264647,-3.06844748028086,-1.7344132301854,-5.01742799697248
"5021",0,-4.53957195770311,-2.33163149617836,-1410.21065575505,0.327186026137528,-0.140858370445421,0.00967200154162109,-1.67409859248169,-4.28469287280937,-1.6391835567186,-4.95011388500488
"5022",0,-3.05122975140125,-2.38685008584794,-1232.60275506158,0.773410481363241,-0.252071826426791,0.594606820955286,-1.72023856135897,-2.75812910935629,-1.56682870005952,-5.01872553091835
"5023",0,-2.62999051884645,-1.00991768155726,-431.422327216345,0.916005391102808,0.480387100035082,0.496053785895951,-1.53157071519282,-2.50982082582331,-1.26967137392907,-5.11031556075448
"5024",0,-3.69324713822365,-2.19112903464368,-645.368197867608,0.758612636245581,0.301034268964634,0.420099013282954,-1.45887534998945,-2.86957261932071,-1.69788452400923,-5.1769919811883
"5025",0,-1.92909188165305,-1.33250737435952,-1720.08156447916,0.373278271278855,0.470938959229672,-0.118253270886274,-4.11469426680058,-3.24045054308102,-1.54914035202026,-4.82970962116038
"5026",0,-6.45870146125677,-1.91362597052722,-1471.77978682838,0.3227007522962,0.54769592424842,0.525727722774341,-3.71151787544971,-2.42289739345992,-1.33864455341181,-4.87558065280832
"5027",0,-6.26040077267654,-1.61566076995487,-1491.51141718471,0.345752091395163,0.165540292546559,0.32897059241363,-1.29132561214707,-1.95529594862107,-1.35209784691277,-5.09807341293799
"5028",0,-4.09533606725875,-0.88417350357911,-924.888466486219,0.849850469557117,0.244999211371105,0.783937453792844,-1.64468853095741,-3.0865509453128,-1.23024993904412,-5.07450464410432
"5029",0,-3.41397876558446,-0.908430735621772,-2527.1593636814,0.843147813174896,0.0560822299915595,0.634906495748667,-1.59853628636656,-3.240260639443,-1.41708085657505,-5.0902618267174
"5030",0,-3.8065599479734,-0.897181896520064,-2521.04318466842,0.211596531542061,-0.123031812469461,-0.152845802351575,-0.728880886150691,-2.68735424760211,-1.52162133693421,-4.71908893755114
"5031",0,-3.31074693007061,-1.05191533798734,-2439.58404955323,0.323273150547688,-0.0758496710418627,0.195944524824237,-0.860711679747634,-3.94091491034828,-1.57266059550988,-4.75205042076178
"5032",0,-2.59670659511354,-1.19289946554859,-1983.05611252584,0.0889268952607584,0.139027734904246,0.0403808705241882,-2.25279530052595,-3.79906569438823,-1.42218528571755,-4.84801857115697
"5033",0,-1.94169332912194,-0.923401893336904,-1641.8888845549,0.59083420093301,0.377954180224217,0.278192777697761,-1.93890035063167,-3.97400081622503,-1.5144681573451,-4.86490235332238
"5034",0,-3.32142961396042,-3.04026396746213,-1717.80845333458,0.588008405832556,0.0747583732858553,-0.028585368815957,-2.16149886980629,-1.90862820284807,-1.68933431907188,-4.79461652705063
"5035",0,-3.16991974675756,-2.93750600934418,-71.1939861753633,0.356630898664399,-0.077887263066037,0.56385682792675,-1.70778618132857,-3.40328927347734,-1.29732496084142,-4.72268273666537
"5036",0,-3.76344088504969,-1.93194525395264,-515.384851615539,0.104047741888309,-0.465689885484384,-0.338598651481172,-2.45392790598298,-4.6769727882826,-1.64525765794632,-4.7763006193312
"5037",0,-3.60422292280447,-2.50815669133643,-518.079017651017,0.0729171152715479,-0.383899824007603,-0.259182390894275,-2.39504263435991,-4.46906188102303,-2.01178935143204,-4.45516067714176
"5038",0,-3.42249727403346,-2.53761614504038,-371.4148980747,0.213499105778351,-0.675524766943206,-0.701539384867181,-2.5231738895649,-2.62760504376969,-1.87254643995884,-4.39362245916023
"5039",0,-3.39122824574474,-2.69339759572967,-552.16589394164,-0.0787305597003798,-0.477703315892272,-0.700158709551225,-2.85938712385764,-3.41064526676272,-1.78426525296756,-4.41530836344901
"5040",0,-4.52649041254015,-2.18890055211113,-1182.55195634291,-0.194908760068827,-0.981380794589072,-0.64887942281387,-2.66379308646249,-3.13072442723869,-2.15979163188678,-4.39679022044232
"5041",0,-4.99131964397612,-1.74320657965648,-116.112152286793,0.149004038986685,-0.680638745511968,-0.33322457280444,-4.46056622498836,-5.04533109989618,-1.45205129978468,-4.39518842571715
"5042",0,-3.75298475362101,-1.45809846335441,-520.367790249367,-0.26233288277727,-0.339266822241651,-0.147007053381136,-3.50061037926074,-5.90829221333975,-1.68832735685416,-4.41034083933493
"5043",0,-3.28936029681146,-1.85517674235994,-505.472047922092,-0.251369521243916,-0.539991469983271,-0.511423327604521,-3.43890903273141,-5.90380178102376,-1.65761929551246,-4.46340276446834
"5044",0,-2.87072298179868,-2.20330141114271,-564.409056744666,0.137602255517228,-0.487757557767688,-0.257019853482716,-3.12506942954501,-5.15030299766946,-1.88196186307996,-4.52322908945685
"5045",0,-3.64784770981685,-1.44490808281766,-517.015255985935,-0.121081668436177,-0.559134251438061,-0.0366651352138708,-3.08661986454812,-5.09501668262677,-2.25264924983545,-4.70166226106822
"5046",0,-3.09778300271053,-1.31910314322714,-795.503848638426,0.464957529495449,-0.412461395238128,0.0102932465974421,-1.82094163285884,-2.80444782966785,-1.53399841553334,-5.01660064706013
"5047",0,-2.63786665921556,-1.15119528770616,-1103.10758468977,0.634048186128183,0.518320087602477,-0.037788841460655,-2.35591448606573,-1.63779851368198,-1.39334889188586,-5.22787522130098
"5048",0,-3.2241518914638,-1.22699619952286,-651.895727247231,0.737135235939655,0.332339019227631,1.13550955533558,-2.40279544917315,-2.57509170229544,-0.58901024110602,-5.20492071532707
"5049",0,-3.68881574285513,-1.40064774472498,-563.52657510344,0.659577082918443,0.357427354046238,0.852864682738266,-1.41884456723947,-2.72069580574398,-1.15474121577009,-5.22647629228895
"5050",0,-4.18976052667905,-1.50520179914221,-318.732664623264,0.394669298292425,0.153892267879574,0.616240299976734,-2.03914367400545,-2.59499919887002,-0.493604439828437,-5.22355227251807
"5051",0,-1.34325367622654,-1.62698516668941,-118.110117799638,0.59506816248427,0.422996011350752,0.601114914818856,-1.2353093078744,-2.64013303429272,-0.428629274593642,-5.14480003259187
"5052",0,-2.74374884732162,-1.66650801645445,-27.6803830230715,0.659419956071813,0.361850284187418,0.534667763878094,-2.55190773014787,-2.67679834184187,-0.42955753208721,-5.07762895696231
"5053",0,-2.98642463343384,-1.40787931910367,-109.396138187185,0.298791794402377,0.332827836970661,0.0397850230706749,-0.913547817969466,-1.20498808528752,-0.214798722952997,-5.26342337144812
"5054",0,-4.03677140400215,-0.960405443215735,-520.943965053107,0.535896982841087,0.0312336415364464,0.865125633754759,-2.16049325523254,-2.33970027451924,-0.621714526183156,-5.03832313826383
"5055",0,-3.38686829180055,-0.981027367536859,-405.680602027368,0.855554819288725,0.181793090999354,-0.0356700623508743,-2.4593756693952,-5.69241100488806,-0.851890197791637,-5.15486548485862
"5056",0,-4.6716508375234,-0.686896688201243,-798.444225242524,0.860789979609695,0.343669084212507,0.88183762942812,-2.62577711792796,-4.83012676233463,-0.809226919991623,-5.22939660575752
"5057",0,-4.57616380464533,-2.53454686803073,-1700.05752495317,0.794111003082592,0.296552314168578,0.873571145300738,-2.47289933660181,-3.19645641025705,-1.59094571618358,-5.34867416354497
"5058",0,-4.13264691641237,-2.05599444754376,-2158.32802168846,1.03040535768321,0.6372401753327,1.01197023341662,-0.795500506332032,-2.29068890325767,-1.23609084745949,-5.22354620867079
"5059",0,-2.39860256743259,-2.94923170933598,-2254.67798667697,0.581269213966787,0.0499618533913551,0.850578557009369,-2.70133101742884,-3.50684300245549,-1.05083494656254,-4.9184573740091
"5060",0,-3.04552246328634,-3.66300658941336,-1240.30217615782,0.495275284261976,0.251895608911212,0.0714499098367909,-1.78894070733281,-5.68621625026533,-1.24479322463875,-4.85546272398476
"5061",0,-4.21032009971481,-3.77940462397401,-250.727510125403,0.185371971820705,0.00300479247228214,0.240918813549626,-3.12693360438494,-4.91397953079442,-1.32883503719679,-4.69106062003202
"5062",0,-3.92111789789665,-3.73373922510496,-1042.1454522045,0.149655849960772,-0.441656695581578,0.0458954104698054,-2.93608193188079,-4.30839486577819,-1.63626607706441,-4.41092832687095
"5063",0,-3.34875174598904,-3.58001302923791,-840.881585889638,0.0916401916355471,-0.824214930479111,-0.467588249409715,-3.06095900811946,-4.48699073218323,-1.9921485825317,-4.65766650863828
"5064",0,-3.492493760884,-3.87193453902336,-552.178970600482,0.269625312880883,-0.76461760815932,0.484189427157314,-3.19248291040655,-4.27890777221525,-1.17112508002566,-4.66108785337573
"5065",0,-3.18318272216909,-2.5491799042714,-57.2686796728299,0.166817867135061,-0.756864740102851,-0.0318451787724717,-3.33214934083737,-2.58438540709507,-1.71156028858613,-4.59995638467622
"5066",0,-2.99160326170938,-3.88383234820557,-482.722580156843,-0.0391765467360946,0.206556069865914,0.175909488314885,-2.74878118770397,-3.32764422697552,-1.57710340688341,-4.63968730451803
