"","Lat_05","Hel_15","Cro_15","SpB_10","Fra_05","Cru_05","Sto_05","Abr_10","StA_10","Stb_05","intercept"
"5001",0,-1.78962567393533,-1.77706334303786,-104.2689412074,0.118572369305535,0.345596236000112,0.355975777161275,-1.90667686524864,-5.26797816444484,-1.13170621017325,-4.96781610800767
"5002",0,-1.86400695464169,-1.11269472706299,-596.541156131185,0.163730659898213,-0.257137752171483,0.488668198674037,-1.3189536105398,-3.99440855352221,-0.822693342984238,-5.02960043664195
"5003",0,-7.07173720214845,-1.01859129577114,-762.297150464351,0.563714567602561,0.381405978207049,0.522536868810932,-2.08631743873822,-3.23993707585917,-1.66776870454395,-5.0504266308863
"5004",0,-3.08617380475104,-1.31477602901015,-376.906019492077,0.618871305854664,0.471849493933931,0.711372319704635,-1.60983035234619,-2.82945190445974,-1.69352393048651,-5.11308913078924
"5005",0,-1.78044757747504,-1.76305239444198,-147.498042636786,0.511560301997094,0.730680703376719,0.659243269875252,-1.26135774830778,-0.917337579868908,-1.3882895199575,-5.34980365472129
"5006",0,-1.80484603162293,-1.40930013465694,-220.310676024378,0.868592337218426,0.730811709826191,0.850988028938725,-2.74968202907966,-2.09612827646207,-1.57944720460071,-5.25391542612105
"5007",0,-1.61717420290793,-1.31575487674409,-41.1073686088674,0.860680066584821,-0.0650669842486681,0.334482268629893,-2.66021550935899,-1.37813947124383,-0.941001032169402,-5.28924277887977
"5008",0,-2.34227776746818,-1.40167138173876,-404.823744532307,0.872242655649129,0.442079018323059,-0.15755890024605,-2.1222810768065,-4.16406001644175,-0.236865161553476,-5.24755035377155
"5009",0,-3.46537338762192,-1.18620047823699,-1697.31716360786,0.72656895360426,0.421745068195433,0.395527787424337,-1.19809942141028,-2.58916139187834,-0.697897159867629,-5.36195873486759
"5010",0,-3.11033702848842,-2.09615170533549,-1991.31479948004,1.13505351321251,0.403026417512152,0.354109725373225,-2.29731684534228,-2.75954439730497,-0.593067761172291,-5.32636863063886
"5011",0,-2.99580552507982,-1.1136354410831,-1884.60752428669,0.916783327502563,0.671394606330299,0.773380512192923,-2.16199553670689,-2.52502400183551,-0.190219513761665,-5.51330472371317
