"","Lat_05","Hel_15","Cro_15","SpB_10","Fra_05","Cru_05","Sto_05","Abr_10","StA_10","Stb_05","intercept"
"5001",0,-3.82268540844312,-2.60317577353676,-229.251245367595,0.21689467562702,-1.39898986801575,0.223276578391963,-3.26229999540304,-3.89681556257631,-1.22877531814789,-3.32535572437674
"5002",0,-5.22076505272303,-2.97597926041733,-346.903927671169,0.53903118799849,-1.48179276493187,0.545787270289171,-4.04651067413741,-4.05093472066755,-0.890476053937442,-3.27596461377044
"5003",0,-4.72654478065561,-3.2766758056671,-684.155790021223,0.450825668658566,-1.38683207903393,0.19949776509072,-3.19896114989483,-4.95626889335218,-1.38349652295942,-3.39183561930499
"5004",0,-5.80701814443868,-3.70310210074249,-723.813053320164,0.508389971609208,-0.552277417886719,0.373092658156443,-3.36916843968194,-3.6465953620457,-1.19421181675717,-3.63122217041715
"5005",0,-5.04788861374838,-3.30803798954592,-1048.0813333664,0.569263726769441,-0.879514590627041,0.100008650970509,-4.40498753558672,-2.90450069809158,-1.25664959248129,-3.4560005253306
"5006",0,-2.59648394976449,-3.19331204750797,-327.453577983249,0.460905319427363,-0.871146208952778,0.405463895647719,-4.16034600547606,-2.56173209014023,-1.11211474632632,-3.60132654254614
"5007",0,-6.50308879853611,-2.92035834937089,-106.859257164167,0.349686881152721,-0.844625296096728,0.43162326894587,-2.09931843300555,-2.99251681846672,-1.444432874416,-3.40763909307947
"5008",0,-6.07275178405465,-3.03716729086677,-677.861454249422,0.5717454201259,-0.874669829355578,0.573258105496132,-2.29108431465335,-4.82462859687192,-1.74729614879993,-3.47085698108882
"5009",0,-5.5634128773727,-3.07111552600566,-794.74248253463,0.370566291049341,-0.931944268178811,0.420042525740404,-3.99938428834364,-4.6019806865985,-1.31799011508324,-3.57400128765906
"5010",0,-3.75684561994091,-3.41464782838796,-475.084588128366,0.321335839042604,-0.789877361945177,0.145479975695593,-4.40326377034465,-5.83399786844896,0.0793217148322733,-3.34523038650463
"5011",0,-5.76916343220983,-3.51321590051749,-293.528010727823,0.578653500611877,-0.804656450523356,0.509313600902751,-4.23112497823994,-4.2896421207694,-1.42931303473485,-3.52491974115499
"5012",0,-6.84074511127759,-3.24152493252663,-268.862939783388,0.750953538105886,-0.883944083553056,0.343124496785807,-3.77405755991702,-2.49455592359893,-2.77485772091212,-3.58491218451893
"5013",0,-7.90585585045232,-2.35632053703619,-1002.29554997834,0.65624853190936,-0.875347908695674,0.419124277267468,-3.7149615818931,-6.76689432697175,0.25115191167344,-3.59996136787527
"5014",0,-2.9058220423763,-2.32895278757696,-498.531948671295,0.659775372985351,-1.01244879547504,0.472791664389501,-3.35683281156487,-6.79563489545643,0.13000306132983,-3.8333218464457
"5015",0,-5.66206278991239,-2.46816953089177,-365.880838327556,1.05347600070533,-0.251304507674626,0.837272270779595,-2.38335436011565,-5.96736463194584,-0.17566226320371,-3.9032699652121
"5016",0,-5.79198914841046,-2.4977003964776,-935.183267669067,1.25307501628596,-0.673761969696744,0.908505178846865,-2.34045897633802,-3.86913716245064,-0.585494536008469,-3.93359975909741
"5017",0,-6.41436873731562,-2.31203185539586,-687.77586302871,1.30472791245609,-0.778480246644827,0.888332167260108,-2.41162334456801,-2.62932609754409,0.149085606303197,-3.75985845654242
"5018",0,-4.57304002438462,-2.39336242734823,-1154.32492855429,1.34361378871439,-0.706362346402224,0.317644107330488,-2.42517319643524,-3.12277861440374,0.518528733513769,-3.96525765157448
"5019",0,-2.7841227321433,-2.25027686902148,-967.415787122201,1.3455233829173,-0.921074642793532,0.886439140921131,-3.07640319560067,-4.30215041310322,0.780354539924181,-3.92929524752399
"5020",0,-4.69259341438285,-2.52561945902482,-771.270818277893,1.61248019668953,0.025279826223517,0.874744206000852,-4.61998633625076,-3.59289277657805,0.648678180281232,-4.0989529065925
"5021",0,-4.32810694561855,-1.91608157598097,-40.2995356922302,0.735540159432662,-0.813449456415158,0.927231835637755,-3.91000693228149,-4.19811097344069,-0.60583722857774,-3.7143548387574
"5022",0,-3.35358743445592,-2.49995604514925,-727.757853515856,0.830299967464259,-0.916030557100677,0.774549829575788,-3.08844287649754,-4.41223298296087,-0.544383320431181,-3.73249415768775
"5023",0,-3.54371744947699,-2.34838254719364,-684.864375732813,0.678403412135575,-1.25623364811305,0.965134677171715,-2.872942043364,-4.59832945176517,-0.821546574664191,-3.54661426253257
